OBJECTID,issue_category,check_name,field_name,issue_level,issue_detail
244457,completeness,core_field_missing,region,warning,region is missing
244705,completeness,core_field_missing,region,warning,region is missing
244748,completeness,core_field_missing,region,warning,region is missing
245334,completeness,core_field_missing,region,warning,region is missing
245604,completeness,core_field_missing,region,warning,region is missing
245734,completeness,core_field_missing,region,warning,region is missing
246535,completeness,core_field_missing,region,warning,region is missing
246740,completeness,core_field_missing,region,warning,region is missing
247356,completeness,core_field_missing,region,warning,region is missing
247363,completeness,core_field_missing,region,warning,region is missing
247400,completeness,core_field_missing,region,warning,region is missing
247880,completeness,core_field_missing,region,warning,region is missing
248462,completeness,core_field_missing,region,warning,region is missing
248626,completeness,core_field_missing,region,warning,region is missing
248931,completeness,core_field_missing,region,warning,region is missing
248967,completeness,core_field_missing,region,warning,region is missing
249044,completeness,core_field_missing,region,warning,region is missing
249153,completeness,core_field_missing,region,warning,region is missing
249156,completeness,core_field_missing,region,warning,region is missing
249301,completeness,core_field_missing,region,warning,region is missing
249317,completeness,core_field_missing,region,warning,region is missing
249371,completeness,core_field_missing,region,warning,region is missing
249558,completeness,core_field_missing,region,warning,region is missing
250237,completeness,core_field_missing,region,warning,region is missing
251299,completeness,core_field_missing,region,warning,region is missing
252348,completeness,core_field_missing,region,warning,region is missing
253246,completeness,core_field_missing,region,warning,region is missing
253425,completeness,core_field_missing,region,warning,region is missing
253466,completeness,core_field_missing,region,warning,region is missing
253547,completeness,core_field_missing,region,warning,region is missing
253814,completeness,core_field_missing,region,warning,region is missing
254161,completeness,core_field_missing,region,warning,region is missing
254553,completeness,core_field_missing,region,warning,region is missing
254707,completeness,core_field_missing,region,warning,region is missing
255242,completeness,core_field_missing,region,warning,region is missing
255553,completeness,core_field_missing,region,warning,region is missing
255622,completeness,core_field_missing,region,warning,region is missing
256364,completeness,core_field_missing,region,warning,region is missing
257040,completeness,core_field_missing,region,warning,region is missing
257136,completeness,core_field_missing,region,warning,region is missing
257752,completeness,core_field_missing,region,warning,region is missing
258416,completeness,core_field_missing,region,warning,region is missing
258603,completeness,core_field_missing,region,warning,region is missing
258969,completeness,core_field_missing,region,warning,region is missing
259273,completeness,core_field_missing,region,warning,region is missing
259341,completeness,core_field_missing,region,warning,region is missing
259367,completeness,core_field_missing,region,warning,region is missing
259525,completeness,core_field_missing,region,warning,region is missing
259696,completeness,core_field_missing,region,warning,region is missing
259883,completeness,core_field_missing,region,warning,region is missing
260134,completeness,core_field_missing,region,warning,region is missing
261041,completeness,core_field_missing,region,warning,region is missing
261103,completeness,core_field_missing,region,warning,region is missing
261170,completeness,core_field_missing,region,warning,region is missing
261379,completeness,core_field_missing,region,warning,region is missing
262759,completeness,core_field_missing,region,warning,region is missing
262944,completeness,core_field_missing,region,warning,region is missing
264056,completeness,core_field_missing,region,warning,region is missing
264701,completeness,core_field_missing,region,warning,region is missing
264860,completeness,core_field_missing,region,warning,region is missing
265001,completeness,core_field_missing,region,warning,region is missing
265238,completeness,core_field_missing,region,warning,region is missing
265316,completeness,core_field_missing,region,warning,region is missing
265585,completeness,core_field_missing,region,warning,region is missing
266204,completeness,core_field_missing,region,warning,region is missing
266301,completeness,core_field_missing,region,warning,region is missing
266789,completeness,core_field_missing,region,warning,region is missing
267016,completeness,core_field_missing,region,warning,region is missing
267250,completeness,core_field_missing,region,warning,region is missing
267278,completeness,core_field_missing,region,warning,region is missing
267606,completeness,core_field_missing,region,warning,region is missing
267785,completeness,core_field_missing,region,warning,region is missing
267842,completeness,core_field_missing,region,warning,region is missing
268344,completeness,core_field_missing,region,warning,region is missing
268725,completeness,core_field_missing,region,warning,region is missing
268798,completeness,core_field_missing,region,warning,region is missing
268822,completeness,core_field_missing,region,warning,region is missing
269027,completeness,core_field_missing,region,warning,region is missing
269083,completeness,core_field_missing,region,warning,region is missing
269086,completeness,core_field_missing,region,warning,region is missing
269107,completeness,core_field_missing,region,warning,region is missing
269189,completeness,core_field_missing,region,warning,region is missing
269314,completeness,core_field_missing,region,warning,region is missing
269342,completeness,core_field_missing,region,warning,region is missing
269665,completeness,core_field_missing,region,warning,region is missing
269921,completeness,core_field_missing,region,warning,region is missing
270059,completeness,core_field_missing,region,warning,region is missing
270213,completeness,core_field_missing,region,warning,region is missing
270256,completeness,core_field_missing,region,warning,region is missing
270377,completeness,core_field_missing,region,warning,region is missing
270583,completeness,core_field_missing,region,warning,region is missing
270585,completeness,core_field_missing,region,warning,region is missing
270606,completeness,core_field_missing,region,warning,region is missing
270608,completeness,core_field_missing,region,warning,region is missing
270809,completeness,core_field_missing,region,warning,region is missing
270946,completeness,core_field_missing,region,warning,region is missing
271589,completeness,core_field_missing,region,warning,region is missing
271730,completeness,core_field_missing,region,warning,region is missing
271751,completeness,core_field_missing,region,warning,region is missing
271861,completeness,core_field_missing,region,warning,region is missing
272068,completeness,core_field_missing,region,warning,region is missing
272416,completeness,core_field_missing,region,warning,region is missing
272433,completeness,core_field_missing,region,warning,region is missing
272772,completeness,core_field_missing,region,warning,region is missing
273340,completeness,core_field_missing,region,warning,region is missing
273501,completeness,core_field_missing,region,warning,region is missing
274103,completeness,core_field_missing,region,warning,region is missing
274429,completeness,core_field_missing,region,warning,region is missing
274453,completeness,core_field_missing,region,warning,region is missing
274819,completeness,core_field_missing,region,warning,region is missing
275106,completeness,core_field_missing,region,warning,region is missing
275116,completeness,core_field_missing,region,warning,region is missing
275288,completeness,core_field_missing,region,warning,region is missing
275339,completeness,core_field_missing,region,warning,region is missing
275615,completeness,core_field_missing,region,warning,region is missing
275791,completeness,core_field_missing,region,warning,region is missing
275804,completeness,core_field_missing,region,warning,region is missing
276006,completeness,core_field_missing,region,warning,region is missing
276179,completeness,core_field_missing,region,warning,region is missing
276208,completeness,core_field_missing,region,warning,region is missing
276246,completeness,core_field_missing,region,warning,region is missing
276421,completeness,core_field_missing,region,warning,region is missing
276533,completeness,core_field_missing,region,warning,region is missing
276772,completeness,core_field_missing,region,warning,region is missing
276879,completeness,core_field_missing,region,warning,region is missing
277090,completeness,core_field_missing,region,warning,region is missing
277466,completeness,core_field_missing,region,warning,region is missing
277657,completeness,core_field_missing,region,warning,region is missing
277671,completeness,core_field_missing,region,warning,region is missing
277706,completeness,core_field_missing,region,warning,region is missing
278180,completeness,core_field_missing,region,warning,region is missing
278478,completeness,core_field_missing,region,warning,region is missing
278941,completeness,core_field_missing,region,warning,region is missing
279231,completeness,core_field_missing,region,warning,region is missing
280029,completeness,core_field_missing,region,warning,region is missing
281354,completeness,core_field_missing,region,warning,region is missing
281653,completeness,core_field_missing,region,warning,region is missing
282559,completeness,core_field_missing,region,warning,region is missing
282740,completeness,core_field_missing,region,warning,region is missing
282761,completeness,core_field_missing,region,warning,region is missing
282866,completeness,core_field_missing,region,warning,region is missing
282950,completeness,core_field_missing,region,warning,region is missing
283133,completeness,core_field_missing,region,warning,region is missing
283224,completeness,core_field_missing,region,warning,region is missing
283340,completeness,core_field_missing,region,warning,region is missing
283382,completeness,core_field_missing,region,warning,region is missing
283805,completeness,core_field_missing,region,warning,region is missing
283834,completeness,core_field_missing,region,warning,region is missing
283846,completeness,core_field_missing,region,warning,region is missing
283895,completeness,core_field_missing,region,warning,region is missing
284180,completeness,core_field_missing,region,warning,region is missing
284775,completeness,core_field_missing,region,warning,region is missing
285080,completeness,core_field_missing,region,warning,region is missing
285191,completeness,core_field_missing,region,warning,region is missing
285262,completeness,core_field_missing,region,warning,region is missing
285305,completeness,core_field_missing,region,warning,region is missing
285306,completeness,core_field_missing,region,warning,region is missing
285706,completeness,core_field_missing,region,warning,region is missing
286070,completeness,core_field_missing,region,warning,region is missing
286259,completeness,core_field_missing,region,warning,region is missing
286295,completeness,core_field_missing,region,warning,region is missing
286782,completeness,core_field_missing,region,warning,region is missing
286824,completeness,core_field_missing,region,warning,region is missing
286914,completeness,core_field_missing,region,warning,region is missing
287194,completeness,core_field_missing,region,warning,region is missing
287230,completeness,core_field_missing,region,warning,region is missing
287263,completeness,core_field_missing,region,warning,region is missing
287830,completeness,core_field_missing,region,warning,region is missing
288926,completeness,core_field_missing,region,warning,region is missing
289188,completeness,core_field_missing,region,warning,region is missing
289206,completeness,core_field_missing,region,warning,region is missing
289246,completeness,core_field_missing,region,warning,region is missing
289336,completeness,core_field_missing,region,warning,region is missing
289520,completeness,core_field_missing,region,warning,region is missing
290009,completeness,core_field_missing,region,warning,region is missing
290012,completeness,core_field_missing,region,warning,region is missing
290147,completeness,core_field_missing,region,warning,region is missing
290743,completeness,core_field_missing,region,warning,region is missing
290747,completeness,core_field_missing,region,warning,region is missing
291221,completeness,core_field_missing,region,warning,region is missing
291474,completeness,core_field_missing,region,warning,region is missing
291536,completeness,core_field_missing,region,warning,region is missing
291602,completeness,core_field_missing,region,warning,region is missing
291770,completeness,core_field_missing,region,warning,region is missing
291910,completeness,core_field_missing,region,warning,region is missing
292557,completeness,core_field_missing,region,warning,region is missing
293096,completeness,core_field_missing,region,warning,region is missing
293486,completeness,core_field_missing,region,warning,region is missing
294154,completeness,core_field_missing,region,warning,region is missing
294263,completeness,core_field_missing,region,warning,region is missing
294420,completeness,core_field_missing,region,warning,region is missing
294607,completeness,core_field_missing,region,warning,region is missing
295053,completeness,core_field_missing,region,warning,region is missing
295118,completeness,core_field_missing,region,warning,region is missing
295432,completeness,core_field_missing,region,warning,region is missing
295561,completeness,core_field_missing,region,warning,region is missing
296023,completeness,core_field_missing,region,warning,region is missing
296181,completeness,core_field_missing,region,warning,region is missing
296299,completeness,core_field_missing,region,warning,region is missing
296333,completeness,core_field_missing,region,warning,region is missing
296801,completeness,core_field_missing,region,warning,region is missing
297499,completeness,core_field_missing,region,warning,region is missing
298354,completeness,core_field_missing,region,warning,region is missing
298588,completeness,core_field_missing,region,warning,region is missing
298708,completeness,core_field_missing,region,warning,region is missing
299125,completeness,core_field_missing,region,warning,region is missing
299321,completeness,core_field_missing,region,warning,region is missing
299401,completeness,core_field_missing,region,warning,region is missing
299456,completeness,core_field_missing,region,warning,region is missing
299588,completeness,core_field_missing,region,warning,region is missing
299921,completeness,core_field_missing,region,warning,region is missing
300162,completeness,core_field_missing,region,warning,region is missing
300434,completeness,core_field_missing,region,warning,region is missing
300766,completeness,core_field_missing,region,warning,region is missing
301178,completeness,core_field_missing,region,warning,region is missing
301205,completeness,core_field_missing,region,warning,region is missing
301297,completeness,core_field_missing,region,warning,region is missing
301343,completeness,core_field_missing,region,warning,region is missing
301597,completeness,core_field_missing,region,warning,region is missing
301610,completeness,core_field_missing,region,warning,region is missing
301911,completeness,core_field_missing,region,warning,region is missing
302194,completeness,core_field_missing,region,warning,region is missing
302710,completeness,core_field_missing,region,warning,region is missing
302837,completeness,core_field_missing,region,warning,region is missing
302988,completeness,core_field_missing,region,warning,region is missing
303010,completeness,core_field_missing,region,warning,region is missing
303050,completeness,core_field_missing,region,warning,region is missing
303497,completeness,core_field_missing,region,warning,region is missing
303555,completeness,core_field_missing,region,warning,region is missing
303643,completeness,core_field_missing,region,warning,region is missing
303883,completeness,core_field_missing,region,warning,region is missing
304358,completeness,core_field_missing,region,warning,region is missing
304959,completeness,core_field_missing,region,warning,region is missing
305179,completeness,core_field_missing,region,warning,region is missing
305267,completeness,core_field_missing,region,warning,region is missing
305499,completeness,core_field_missing,region,warning,region is missing
305518,completeness,core_field_missing,region,warning,region is missing
305667,completeness,core_field_missing,region,warning,region is missing
305798,completeness,core_field_missing,region,warning,region is missing
305945,completeness,core_field_missing,region,warning,region is missing
305970,completeness,core_field_missing,region,warning,region is missing
306007,completeness,core_field_missing,region,warning,region is missing
306070,completeness,core_field_missing,region,warning,region is missing
306291,completeness,core_field_missing,region,warning,region is missing
306803,completeness,core_field_missing,region,warning,region is missing
306820,completeness,core_field_missing,region,warning,region is missing
307042,completeness,core_field_missing,region,warning,region is missing
307073,completeness,core_field_missing,region,warning,region is missing
307296,completeness,core_field_missing,region,warning,region is missing
307380,completeness,core_field_missing,region,warning,region is missing
307639,completeness,core_field_missing,region,warning,region is missing
307847,completeness,core_field_missing,region,warning,region is missing
308304,completeness,core_field_missing,region,warning,region is missing
308486,completeness,core_field_missing,region,warning,region is missing
308651,completeness,core_field_missing,region,warning,region is missing
308839,completeness,core_field_missing,region,warning,region is missing
308888,completeness,core_field_missing,region,warning,region is missing
308966,completeness,core_field_missing,region,warning,region is missing
309141,completeness,core_field_missing,region,warning,region is missing
309468,completeness,core_field_missing,region,warning,region is missing
309744,completeness,core_field_missing,region,warning,region is missing
309852,completeness,core_field_missing,region,warning,region is missing
310107,completeness,core_field_missing,region,warning,region is missing
310173,completeness,core_field_missing,region,warning,region is missing
310707,completeness,core_field_missing,region,warning,region is missing
310798,completeness,core_field_missing,region,warning,region is missing
310871,completeness,core_field_missing,region,warning,region is missing
312211,completeness,core_field_missing,region,warning,region is missing
312652,completeness,core_field_missing,region,warning,region is missing
312662,completeness,core_field_missing,region,warning,region is missing
313007,completeness,core_field_missing,region,warning,region is missing
313034,completeness,core_field_missing,region,warning,region is missing
313317,completeness,core_field_missing,region,warning,region is missing
313712,completeness,core_field_missing,region,warning,region is missing
313717,completeness,core_field_missing,region,warning,region is missing
313863,completeness,core_field_missing,region,warning,region is missing
313885,completeness,core_field_missing,region,warning,region is missing
313983,completeness,core_field_missing,region,warning,region is missing
315280,completeness,core_field_missing,region,warning,region is missing
315325,completeness,core_field_missing,region,warning,region is missing
315626,completeness,core_field_missing,region,warning,region is missing
315784,completeness,core_field_missing,region,warning,region is missing
315787,completeness,core_field_missing,region,warning,region is missing
315890,completeness,core_field_missing,region,warning,region is missing
316106,completeness,core_field_missing,region,warning,region is missing
316205,completeness,core_field_missing,region,warning,region is missing
316246,completeness,core_field_missing,region,warning,region is missing
316388,completeness,core_field_missing,region,warning,region is missing
316477,completeness,core_field_missing,region,warning,region is missing
316487,completeness,core_field_missing,region,warning,region is missing
316560,completeness,core_field_missing,region,warning,region is missing
316836,completeness,core_field_missing,region,warning,region is missing
317036,completeness,core_field_missing,region,warning,region is missing
317090,completeness,core_field_missing,region,warning,region is missing
317232,completeness,core_field_missing,region,warning,region is missing
317305,completeness,core_field_missing,region,warning,region is missing
317510,completeness,core_field_missing,region,warning,region is missing
317785,completeness,core_field_missing,region,warning,region is missing
317837,completeness,core_field_missing,region,warning,region is missing
318008,completeness,core_field_missing,region,warning,region is missing
318204,completeness,core_field_missing,region,warning,region is missing
318891,completeness,core_field_missing,region,warning,region is missing
319627,completeness,core_field_missing,region,warning,region is missing
319640,completeness,core_field_missing,region,warning,region is missing
319644,completeness,core_field_missing,region,warning,region is missing
320165,completeness,core_field_missing,region,warning,region is missing
320386,completeness,core_field_missing,region,warning,region is missing
320561,completeness,core_field_missing,region,warning,region is missing
320781,completeness,core_field_missing,region,warning,region is missing
321554,completeness,core_field_missing,region,warning,region is missing
321725,completeness,core_field_missing,region,warning,region is missing
321795,completeness,core_field_missing,region,warning,region is missing
322084,completeness,core_field_missing,region,warning,region is missing
322197,completeness,core_field_missing,region,warning,region is missing
322443,completeness,core_field_missing,region,warning,region is missing
322708,completeness,core_field_missing,region,warning,region is missing
323517,completeness,core_field_missing,region,warning,region is missing
323793,completeness,core_field_missing,region,warning,region is missing
323999,completeness,core_field_missing,region,warning,region is missing
324119,completeness,core_field_missing,region,warning,region is missing
324326,completeness,core_field_missing,region,warning,region is missing
324438,completeness,core_field_missing,region,warning,region is missing
325334,completeness,core_field_missing,region,warning,region is missing
325577,completeness,core_field_missing,region,warning,region is missing
325718,completeness,core_field_missing,region,warning,region is missing
326250,completeness,core_field_missing,region,warning,region is missing
326967,completeness,core_field_missing,region,warning,region is missing
327662,completeness,core_field_missing,region,warning,region is missing
328135,completeness,core_field_missing,region,warning,region is missing
328395,completeness,core_field_missing,region,warning,region is missing
328824,completeness,core_field_missing,region,warning,region is missing
329238,completeness,core_field_missing,region,warning,region is missing
329979,completeness,core_field_missing,region,warning,region is missing
330154,completeness,core_field_missing,region,warning,region is missing
330522,completeness,core_field_missing,region,warning,region is missing
330623,completeness,core_field_missing,region,warning,region is missing
331011,completeness,core_field_missing,region,warning,region is missing
331307,completeness,core_field_missing,region,warning,region is missing
331427,completeness,core_field_missing,region,warning,region is missing
331934,completeness,core_field_missing,region,warning,region is missing
332245,completeness,core_field_missing,region,warning,region is missing
332333,completeness,core_field_missing,region,warning,region is missing
332564,completeness,core_field_missing,region,warning,region is missing
332757,completeness,core_field_missing,region,warning,region is missing
332758,completeness,core_field_missing,region,warning,region is missing
333052,completeness,core_field_missing,region,warning,region is missing
333448,completeness,core_field_missing,region,warning,region is missing
333592,completeness,core_field_missing,region,warning,region is missing
333758,completeness,core_field_missing,region,warning,region is missing
334050,completeness,core_field_missing,region,warning,region is missing
334606,completeness,core_field_missing,region,warning,region is missing
334845,completeness,core_field_missing,region,warning,region is missing
334943,completeness,core_field_missing,region,warning,region is missing
335264,completeness,core_field_missing,region,warning,region is missing
335638,completeness,core_field_missing,region,warning,region is missing
335926,completeness,core_field_missing,region,warning,region is missing
336106,completeness,core_field_missing,region,warning,region is missing
336420,completeness,core_field_missing,region,warning,region is missing
337503,completeness,core_field_missing,region,warning,region is missing
337913,completeness,core_field_missing,region,warning,region is missing
338494,completeness,core_field_missing,region,warning,region is missing
338821,completeness,core_field_missing,region,warning,region is missing
339099,completeness,core_field_missing,region,warning,region is missing
339822,completeness,core_field_missing,region,warning,region is missing
339951,completeness,core_field_missing,region,warning,region is missing
340199,completeness,core_field_missing,region,warning,region is missing
340287,completeness,core_field_missing,region,warning,region is missing
340696,completeness,core_field_missing,region,warning,region is missing
341010,completeness,core_field_missing,region,warning,region is missing
341052,completeness,core_field_missing,region,warning,region is missing
341189,completeness,core_field_missing,region,warning,region is missing
341232,completeness,core_field_missing,region,warning,region is missing
341271,completeness,core_field_missing,region,warning,region is missing
341423,completeness,core_field_missing,region,warning,region is missing
341591,completeness,core_field_missing,region,warning,region is missing
341675,completeness,core_field_missing,region,warning,region is missing
341704,completeness,core_field_missing,region,warning,region is missing
341870,completeness,core_field_missing,region,warning,region is missing
342150,completeness,core_field_missing,region,warning,region is missing
343282,completeness,core_field_missing,region,warning,region is missing
344237,completeness,core_field_missing,region,warning,region is missing
344300,completeness,core_field_missing,region,warning,region is missing
344856,completeness,core_field_missing,region,warning,region is missing
345182,completeness,core_field_missing,region,warning,region is missing
345452,completeness,core_field_missing,region,warning,region is missing
345550,completeness,core_field_missing,region,warning,region is missing
345897,completeness,core_field_missing,region,warning,region is missing
346036,completeness,core_field_missing,region,warning,region is missing
346248,completeness,core_field_missing,region,warning,region is missing
346424,completeness,core_field_missing,region,warning,region is missing
346461,completeness,core_field_missing,region,warning,region is missing
346519,completeness,core_field_missing,region,warning,region is missing
346586,completeness,core_field_missing,region,warning,region is missing
346658,completeness,core_field_missing,region,warning,region is missing
346942,completeness,core_field_missing,region,warning,region is missing
347014,completeness,core_field_missing,region,warning,region is missing
347883,completeness,core_field_missing,region,warning,region is missing
347891,completeness,core_field_missing,region,warning,region is missing
348107,completeness,core_field_missing,region,warning,region is missing
348160,completeness,core_field_missing,region,warning,region is missing
348260,completeness,core_field_missing,region,warning,region is missing
348336,completeness,core_field_missing,region,warning,region is missing
348394,completeness,core_field_missing,region,warning,region is missing
348715,completeness,core_field_missing,region,warning,region is missing
349005,completeness,core_field_missing,region,warning,region is missing
349136,completeness,core_field_missing,region,warning,region is missing
349348,completeness,core_field_missing,region,warning,region is missing
349528,completeness,core_field_missing,region,warning,region is missing
349752,completeness,core_field_missing,region,warning,region is missing
350049,completeness,core_field_missing,region,warning,region is missing
350093,completeness,core_field_missing,region,warning,region is missing
350655,completeness,core_field_missing,region,warning,region is missing
350813,completeness,core_field_missing,region,warning,region is missing
351796,completeness,core_field_missing,region,warning,region is missing
352098,completeness,core_field_missing,region,warning,region is missing
352486,completeness,core_field_missing,region,warning,region is missing
352651,completeness,core_field_missing,region,warning,region is missing
352829,completeness,core_field_missing,region,warning,region is missing
352850,completeness,core_field_missing,region,warning,region is missing
352909,completeness,core_field_missing,region,warning,region is missing
353007,completeness,core_field_missing,region,warning,region is missing
353119,completeness,core_field_missing,region,warning,region is missing
353233,completeness,core_field_missing,region,warning,region is missing
353405,completeness,core_field_missing,region,warning,region is missing
353890,completeness,core_field_missing,region,warning,region is missing
354182,completeness,core_field_missing,region,warning,region is missing
354468,completeness,core_field_missing,region,warning,region is missing
354772,completeness,core_field_missing,region,warning,region is missing
354933,completeness,core_field_missing,region,warning,region is missing
354979,completeness,core_field_missing,region,warning,region is missing
355194,completeness,core_field_missing,region,warning,region is missing
355726,completeness,core_field_missing,region,warning,region is missing
355832,completeness,core_field_missing,region,warning,region is missing
355959,completeness,core_field_missing,region,warning,region is missing
356471,completeness,core_field_missing,region,warning,region is missing
357157,completeness,core_field_missing,region,warning,region is missing
357203,completeness,core_field_missing,region,warning,region is missing
357353,completeness,core_field_missing,region,warning,region is missing
357582,completeness,core_field_missing,region,warning,region is missing
357613,completeness,core_field_missing,region,warning,region is missing
357702,completeness,core_field_missing,region,warning,region is missing
357879,completeness,core_field_missing,region,warning,region is missing
358033,completeness,core_field_missing,region,warning,region is missing
358075,completeness,core_field_missing,region,warning,region is missing
358187,completeness,core_field_missing,region,warning,region is missing
358518,completeness,core_field_missing,region,warning,region is missing
358542,completeness,core_field_missing,region,warning,region is missing
358646,completeness,core_field_missing,region,warning,region is missing
359150,completeness,core_field_missing,region,warning,region is missing
359714,completeness,core_field_missing,region,warning,region is missing
360080,completeness,core_field_missing,region,warning,region is missing
360478,completeness,core_field_missing,region,warning,region is missing
360499,completeness,core_field_missing,region,warning,region is missing
361037,completeness,core_field_missing,region,warning,region is missing
361212,completeness,core_field_missing,region,warning,region is missing
361548,completeness,core_field_missing,region,warning,region is missing
361732,completeness,core_field_missing,region,warning,region is missing
361780,completeness,core_field_missing,region,warning,region is missing
361830,completeness,core_field_missing,region,warning,region is missing
361858,completeness,core_field_missing,region,warning,region is missing
361980,completeness,core_field_missing,region,warning,region is missing
362660,completeness,core_field_missing,region,warning,region is missing
362950,completeness,core_field_missing,region,warning,region is missing
363044,completeness,core_field_missing,region,warning,region is missing
364311,completeness,core_field_missing,region,warning,region is missing
364522,completeness,core_field_missing,region,warning,region is missing
364903,completeness,core_field_missing,region,warning,region is missing
365102,completeness,core_field_missing,region,warning,region is missing
365161,completeness,core_field_missing,region,warning,region is missing
365168,completeness,core_field_missing,region,warning,region is missing
365443,completeness,core_field_missing,region,warning,region is missing
365468,completeness,core_field_missing,region,warning,region is missing
366121,completeness,core_field_missing,region,warning,region is missing
366247,completeness,core_field_missing,region,warning,region is missing
366507,completeness,core_field_missing,region,warning,region is missing
366998,completeness,core_field_missing,region,warning,region is missing
367017,completeness,core_field_missing,region,warning,region is missing
367085,completeness,core_field_missing,region,warning,region is missing
367733,completeness,core_field_missing,region,warning,region is missing
368239,completeness,core_field_missing,region,warning,region is missing
368253,completeness,core_field_missing,region,warning,region is missing
368529,completeness,core_field_missing,region,warning,region is missing
369222,completeness,core_field_missing,region,warning,region is missing
369696,completeness,core_field_missing,region,warning,region is missing
369763,completeness,core_field_missing,region,warning,region is missing
369772,completeness,core_field_missing,region,warning,region is missing
370286,completeness,core_field_missing,region,warning,region is missing
370335,completeness,core_field_missing,region,warning,region is missing
370585,completeness,core_field_missing,region,warning,region is missing
370707,completeness,core_field_missing,region,warning,region is missing
371001,completeness,core_field_missing,region,warning,region is missing
371179,completeness,core_field_missing,region,warning,region is missing
372008,completeness,core_field_missing,region,warning,region is missing
372399,completeness,core_field_missing,region,warning,region is missing
372639,completeness,core_field_missing,region,warning,region is missing
372682,completeness,core_field_missing,region,warning,region is missing
372800,completeness,core_field_missing,region,warning,region is missing
372810,completeness,core_field_missing,region,warning,region is missing
372981,completeness,core_field_missing,region,warning,region is missing
373434,completeness,core_field_missing,region,warning,region is missing
374406,completeness,core_field_missing,region,warning,region is missing
375210,completeness,core_field_missing,region,warning,region is missing
375372,completeness,core_field_missing,region,warning,region is missing
375541,completeness,core_field_missing,region,warning,region is missing
375635,completeness,core_field_missing,region,warning,region is missing
376541,completeness,core_field_missing,region,warning,region is missing
377966,completeness,core_field_missing,region,warning,region is missing
378851,completeness,core_field_missing,region,warning,region is missing
379267,completeness,core_field_missing,region,warning,region is missing
379346,completeness,core_field_missing,region,warning,region is missing
379455,completeness,core_field_missing,region,warning,region is missing
379520,completeness,core_field_missing,region,warning,region is missing
379837,completeness,core_field_missing,region,warning,region is missing
380199,completeness,core_field_missing,region,warning,region is missing
380361,completeness,core_field_missing,region,warning,region is missing
380597,completeness,core_field_missing,region,warning,region is missing
380668,completeness,core_field_missing,region,warning,region is missing
380728,completeness,core_field_missing,region,warning,region is missing
381416,completeness,core_field_missing,region,warning,region is missing
381522,completeness,core_field_missing,region,warning,region is missing
381723,completeness,core_field_missing,region,warning,region is missing
381805,completeness,core_field_missing,region,warning,region is missing
382176,completeness,core_field_missing,region,warning,region is missing
382261,completeness,core_field_missing,region,warning,region is missing
382476,completeness,core_field_missing,region,warning,region is missing
382531,completeness,core_field_missing,region,warning,region is missing
382545,completeness,core_field_missing,region,warning,region is missing
382693,completeness,core_field_missing,region,warning,region is missing
383051,completeness,core_field_missing,region,warning,region is missing
383900,completeness,core_field_missing,region,warning,region is missing
384356,completeness,core_field_missing,region,warning,region is missing
384523,completeness,core_field_missing,region,warning,region is missing
384542,completeness,core_field_missing,region,warning,region is missing
384610,completeness,core_field_missing,region,warning,region is missing
384696,completeness,core_field_missing,region,warning,region is missing
385406,completeness,core_field_missing,region,warning,region is missing
385594,completeness,core_field_missing,region,warning,region is missing
385907,completeness,core_field_missing,region,warning,region is missing
386360,completeness,core_field_missing,region,warning,region is missing
386526,completeness,core_field_missing,region,warning,region is missing
386559,completeness,core_field_missing,region,warning,region is missing
386903,completeness,core_field_missing,region,warning,region is missing
387340,completeness,core_field_missing,region,warning,region is missing
387716,completeness,core_field_missing,region,warning,region is missing
387777,completeness,core_field_missing,region,warning,region is missing
387995,completeness,core_field_missing,region,warning,region is missing
388225,completeness,core_field_missing,region,warning,region is missing
388516,completeness,core_field_missing,region,warning,region is missing
388607,completeness,core_field_missing,region,warning,region is missing
388651,completeness,core_field_missing,region,warning,region is missing
388956,completeness,core_field_missing,region,warning,region is missing
389011,completeness,core_field_missing,region,warning,region is missing
389191,completeness,core_field_missing,region,warning,region is missing
389276,completeness,core_field_missing,region,warning,region is missing
389301,completeness,core_field_missing,region,warning,region is missing
389536,completeness,core_field_missing,region,warning,region is missing
389572,completeness,core_field_missing,region,warning,region is missing
389584,completeness,core_field_missing,region,warning,region is missing
389609,completeness,core_field_missing,region,warning,region is missing
389675,completeness,core_field_missing,region,warning,region is missing
390666,completeness,core_field_missing,region,warning,region is missing
390682,completeness,core_field_missing,region,warning,region is missing
391263,completeness,core_field_missing,region,warning,region is missing
391567,completeness,core_field_missing,region,warning,region is missing
391620,completeness,core_field_missing,region,warning,region is missing
391656,completeness,core_field_missing,region,warning,region is missing
391878,completeness,core_field_missing,region,warning,region is missing
392454,completeness,core_field_missing,region,warning,region is missing
392464,completeness,core_field_missing,region,warning,region is missing
392569,completeness,core_field_missing,region,warning,region is missing
393128,completeness,core_field_missing,region,warning,region is missing
393620,completeness,core_field_missing,region,warning,region is missing
393631,completeness,core_field_missing,region,warning,region is missing
393705,completeness,core_field_missing,region,warning,region is missing
394742,completeness,core_field_missing,region,warning,region is missing
394898,completeness,core_field_missing,region,warning,region is missing
395079,completeness,core_field_missing,region,warning,region is missing
396453,completeness,core_field_missing,region,warning,region is missing
396533,completeness,core_field_missing,region,warning,region is missing
396850,completeness,core_field_missing,region,warning,region is missing
396970,completeness,core_field_missing,region,warning,region is missing
397324,completeness,core_field_missing,region,warning,region is missing
